id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
98806,49012,Sports Illustrated for Kids: The Ultimate Triple Dare,NULL,1994-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98831,42553,Firestriker,NULL,1994-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98835,41089,Mazinger Z,NULL,1994-09-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99023,42501,Mario's Early Years! Fun with Numbers,NULL,1994-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99413,57442,21 Emon: Mezase! Hotel Ou,NULL,1994-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99605,42369,Sansara Naga 2,NULL,1994-07-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99695,37841,Super Castles,NULL,1994-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99826,10674,Reading Blaster: Invasion of the Word Snatchers,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100078,37198,Blonde Justice,NULL,1994-06-25 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
100166,71617,Dino of the Damned,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100268,45899,Wordplay,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100544,37114,The Coven,NULL,1994-06-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100546,4306,Mind Teazzer,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100547,119392,Overlord,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100667,37230,ESPN Golf: Lower Your Score With Tom Kite - Shot Making,NULL,1994-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100756,77154,Dragon's Lair,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100765,38849,ESPN Golf: Lower Your Score with Tom Kite - Mental Messages,NULL,1994-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100790,9082,Raptor: Call Of The Shadows,NULL,1994-04-01 00:00:00.000,2,NULL,NULL,NULL,72.1595,11
100801,131736,Express PD Galore,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100805,9259,Creature Shock,NULL,1994-12-01 00:00:00.000,1,NULL,20.0000,1,NULL,NULL
100830,39354,1000 Miglia: Great 1000 Miles Rally,NULL,1994-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101087,148717,Roketz,NULL,1994-12-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101321,46935,Cyberdogs,NULL,1994-05-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101460,4341,Demolition Man,NULL,1994-09-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101502,40814,Brutal Sports Football,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101538,4553,Psycho Pinball,NULL,1994-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
101548,14218,ADI Junior Helps with Reading: 4/5 Years,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101619,130496,Welcome Nakayoshi Park,NULL,1994-03-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101683,37599,Dragon Ball Z: Idainaru Son Goku Densetsu,NULL,1994-11-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101697,80021,Die Höhlenwelt Saga: Der Leuchtende Kristall,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101812,2548,Dragon Ball Z: Buyuu Retsuden,NULL,1994-04-01 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
101859,46305,World Derby,NULL,1994-06-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101887,73492,Wrath of the Gods,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101936,146331,The Flintstones: The Movie,NULL,1994-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102169,16726,Inherit the Earth: Quest for the Orb,NULL,1994-01-02 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,1
102227,8098,Desert Speedtrap Starring Road Runner & Wile E. Coyote,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102233,2550,Dragon Ball Z: Super Butouden 3,NULL,1994-09-29 00:00:00.000,NULL,NULL,NULL,NULL,71.6293,12
102361,46101,Tecmo World Cup '93,NULL,1994-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102616,40804,Club Drive,NULL,1994-02-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
102657,42616,ClayFighter: Tournament Edition,"A meteor made entirely out of clay crash-lands on the grounds of a humble American circus. The goo from the interstellar object contaminates all of the circus' attractions, transforming them into bizarre caricatures of their former selves, with new superpowers.",1994-05-15 00:00:00.000,NULL,NULL,NULL,NULL,56.0163,8
102672,38158,Big Ichigeki! Pachi-Slot Daikouryaku,NULL,1994-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103105,58775,Attack of the Zolgear,NULL,1994-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103150,37815,Super Kyuukyoku Harikiri Stadium 2,NULL,1994-08-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103281,12695,Naughty Ones,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103296,38108,Leading Jockey,NULL,1994-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103444,70079,Harry and the Haunted House,NULL,1994-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103512,39979,Power Spikes II,NULL,1994-01-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103583,37835,Super Famista 3,NULL,1994-03-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103626,37939,Mahjong Club,NULL,1994-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103683,38304,Super Casino 2,NULL,1994-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103839,7756,Animaniacs,NULL,1994-05-14 00:00:00.000,7,NULL,NULL,NULL,57.9826,25
104009,37812,Super Mahjong 3,NULL,1994-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104100,42298,The Last Battle,NULL,1994-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104205,42426,Sutobasu Yarou Shou,NULL,1994-02-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104306,8495,Ultimate Body Blows,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104447,39041,The Classic Lotus Trilogy,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104603,12065,Empire Soccer 94,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104714,175630,Family Feud,NULL,1994-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104788,8416,Delta V,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104857,45916,Marco Polo,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104901,103044,Mission: Thunderbolt,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104975,12490,Zeppelin: Giants of the Sky,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105413,63360,Dragon Ball Z Gaiden: Shin Saiyajin Zetsumetsu Keikaku - Uchou-hen,NULL,1994-12-16 00:00:00.000,1,1,NULL,NULL,NULL,NULL
105554,44459,Funaki Masakatsu Hybrid Wrestler: Tougi Denshou,NULL,1994-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105555,140850,Pokonyan! Balloon,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105627,46780,Dragon Master,NULL,1994-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105641,2835,Virtual Bart,NULL,1994-09-26 00:00:00.000,2,NULL,NULL,NULL,59.8716,10
105829,42428,World Soccer 94: Road to Glory,NULL,1994-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105927,2503,Dungeon Master II: The Legend of Skullkeep,NULL,1994-03-25 00:00:00.000,2,NULL,50.0000,1,NULL,NULL
105936,27075,Skitchin',NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106000,12466,HardBall III,NULL,1994-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106198,42527,Seifuku Densetsu Pretty Fighter,NULL,1994-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106308,42351,Zenkoku Koukou Soccer,NULL,1994-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106426,42327,Hashire Hebereke,NULL,1994-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106435,12609,HeroQuest II: Legacy of Sorasil,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107021,60949,Super Fire Pro Wrestling III Final Bout,NULL,1994-02-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107124,145108,Will Bridge : Initiation Junior,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107274,111307,TWINS IN TROUBLE,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107289,79182,Royal Flush,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107294,23355,Master X Master,NULL,1994-08-08 00:00:00.000,1,1,75.0000,3,NULL,NULL
107471,4297,Hell: A Cyberpunk Thriller,NULL,1994-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
107886,5387,Flink,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107950,38404,WCW SuperBrawl Wrestling,NULL,1994-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107992,10149,General Chaos,NULL,1994-01-13 00:00:00.000,1,NULL,NULL,NULL,60.4157,8
108058,191614,Bonk's Adventure: Arcade Version,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108118,71423,Depth Dwellers,NULL,1994-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108166,12581,Embryo,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108171,3286,Mighty Morphin Power Rangers,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108194,75974,Mighty Morphin Power Rangers,NULL,1994-11-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
108205,75979,Mighty Morphin Power Rangers,NULL,1994-12-31 00:00:00.000,1,NULL,NULL,NULL,56.0000,2
108207,69216,Operation: Inner Space,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108317,141271,Road Rash,NULL,1994-07-01 00:00:00.000,NULL,NULL,NULL,NULL,60.5142,7
108350,104677,Tin Star,NULL,1994-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108590,45109,Motor Toon Grand Prix,NULL,1994-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108748,63819,Geograph Seal,NULL,1994-03-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108795,15834,Emerald Dragon,NULL,1994-01-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108837,78846,Prince Interactive,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108926,46401,Urusei Yatsura: Dear My Friends,NULL,1994-05-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108978,38021,Ganso Pachi-Slot Nippon Ichi,NULL,1994-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109028,45734,Battle Mania Daiginjou,"A group calling itself the Kikokukyou have resurrected the leader of Blackball, the antagonist group of the original game, and the Trouble Shooters are called to stop Blackball and destroy Kikokukyou.",1994-01-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109179,20173,Shien's Revenge,NULL,1994-04-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109232,8052,Tiny Toon Adventures: ACME All-Stars,NULL,1994-12-31 00:00:00.000,2,NULL,NULL,NULL,80.0053,13
109315,5409,Panic!,NULL,1994-12-31 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
109416,40798,Kasumi Ninja,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109619,5361,Battle Frenzy,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109628,50267,Pinball Dreams II,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109650,191681,Asuka 120% Excellent Burning Fest.,NULL,1994-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109675,45769,No Escape,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109992,93409,Living Ball,"The three daughters of the river, mistresses of all destinies, stole the six elements of life responsible for the ecological and temporal balance of the planet Calypso. A warrior must travel and meet the witches to recover the elements.",1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110095,45883,Cosmic Carnage,"In an uncharted star system, a group of prisoners en route to a celestial space mine overpower the ship's guards and take control of the ship, but during their breakout, most of the ship's controls are damaged.    After days of drifting, the criminals realize that their only hope is to hijack another ship and use their distress signal to bring a military ship to their aid. They then trick the ship by ramming their own vehicle into it. The impact, however, badly damages both and destroys all but one of the escape pods, as well as killing all but four from each ship (eight in total). The few survivors fight for the final escape pod and a chance of survival.",1994-11-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110101,10673,Alge-Blaster 3,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110255,40151,Gun Dealer '94,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110276,45267,Madou Monogatari II: Arle 16-Sai,NULL,1994-06-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110278,40123,GURURIN,NULL,1994-01-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110356,20709,Zero Divide,NULL,1994-04-09 00:00:00.000,NULL,NULL,50.0000,1,NULL,NULL
110782,131873,CD Exchange Volume 1,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110789,20593,Mario Andretti Racing,NULL,1994-02-01 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
110837,37768,Waratte Iitomo! Tamorinpic,NULL,1994-04-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110942,38818,Sid Meier's C.P.U. Bach,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111155,19703,Hammer of the Gods,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111257,1264,Sparkster: Rocket Knight Adventures 2,"After the Kingdom of Zephyrus was rescued by Sparkster from the Devotindos Empire, the kingdom comes under attack once again, this time from the Gedol Empire led by King Gedol. Making matters worse, he has also dispatched Sparkster's rival, Axel Gear, to kidnap Princess Cherry, Princess Sherry's cousin. Sparkster once again rockets into action to save Cherry and the Zephyrus Kingdom from King Gedol and his army of lizards.",1994-09-15 00:00:00.000,1,NULL,NULL,NULL,71.0186,7
111344,11087,Alien Breed: Tower Assault,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111473,40801,Evolution: Dino Dudes,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111520,42462,Slayers,NULL,1994-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111931,85983,Chapolim x Drácula: Um Duelo Assustador,"Chapolim is a parody to superheroes in general. He dresses a red grasshopper costume with a yellow heart in the chest with the leters ""CH"". He also usually carries his Marreta Biônica, a red (toy) hammer.",1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111960,60307,Zero-4 Champ RR,NULL,1994-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112105,39846,9 Ball Shootout,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112112,138044,Bishoujo Senshi Sailor Moon S — Quiz Taiketsu! Sailor Power Kesshuu,NULL,1994-09-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112208,45727,J. League Pro Striker 2,NULL,1994-07-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112303,2489,Dreamweb,"It was just a dream. It was so real...so vivid! It was just a dream...wasn't It?  In your dreams you travel to the dreamweb - everyone does. It affects the plane of your subconscious. Ryan has a disturbing inner turmoil, driving him, testing him, forcing him through this battle of the subconscious mind.",1994-12-31 00:00:00.000,3,NULL,NULL,NULL,84.4816,6
112353,38129,Shin Mahjong,NULL,1994-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112403,37889,Sun Sport Fishing: Keiryuu-Ou,NULL,1994-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112543,49103,Dragon Ball Z: Goku Hishouden,NULL,1994-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112566,12811,Valhalla and the Lord of Infinity,NULL,1994-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
112828,72226,Metaltech: Earthsiege,NULL,1994-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113094,4421,Pelé II: World Tournament Soccer,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113113,8937,BloodStorm,"The Mega War, fought centuries ago, left the earth in global ruins. The destructive nuclear horrors unleashed upon the planet and its population created uncountable amounts of death and devastation. In the wake of this sweeping havoc arose the planet itself to retaliate against the violence forced upon it. Polar shifts and massive earthquakes swallowed entire continents. From seething seas and walls of water arose angry volcanoes, spewing flame and death into the sky. Hungry fires, searing blizzards, and brutal storms ran rampant across the planet's surface for years, in an attempt to wash away the man-made horrors that it was forced to endure.  At last the earth settled into a new pattern, starting to find some semblance of balance and peace. The global changes had left a much harsher planet, and the remaining life forms adapted slowly to the new environment. The Earth's land masses, altered by man-made weaponry and ended through elemental means, had evolved into ten isolated provinces. The remaining populations within these new provinces found life difficult at first, but slowly evolution and natural selection allowed the human race to adapt and once again gain control of their destiny. Some of the provinces had strong natural forces, exposed through the abrupt upheaval, and the resourceful post-humans began to master these new powers. Other provinces continued to develop through the use of science and technology, creating elaborate life support systems and protection against the harsh environments.  As the years progressed, eight of the provinces began to communicate and trade together. An alliance was formed and a global quasi-government was established. The social structure evolved into a mixture of medieval practices, hybrid technology, and barbarism and barter.  Centuries have passed and the present day Earth finds mankind again at the brink of savagery and destruction. Life is now a series of hardships, deceptions, and lies for the members of the Provincial Alliance. The frozen tundra of Polaria and the volcanic Scorch are very close to all out war, halted only by the desolate, radioactive Death Zone that separates them. The Death Zone, once a founding member of the Planet Alliance, has remained silent for almost two centuries, hiding behind the mysterious and deadly red mists that define its borders. Obsel, the desert province, has been taken over by desperate and brutal female terrorists. The Ebony Coast, known for its trade and bartering systems, is now led by a mysterious and greedy leader whom no one trusts, yet all must tolerate. The people of Cyberia, a land inhabitable only through technological means, have re-engineered their population, and are losing their humanity to the machine.  With tensions running high, the Planet Alliance is beginning to falter and the provinces are no longer considered allies. And now the High Emperor, the one guiding force that all provinces had agreed to abide by, has been mysteriously and horribly murdered.  The ancient Provincial Agreement declares that a new ruler must be chosen through combat between the rulers of each province. Each province will come prepared for battle with their own Gauntlet of Ascension, a gloved weapon that only those in power may don. These ancient gauntlets are treasured and revered by their people, for they are the foremost symbol of power and honor each province can have.  But it is painfully clear that this tournament will not have the honor of previous BloodStorm contests. There have even been rumors that the combatants will bring back the Sunder Attack, a brutal combat move that separated the opponent's legs from his body without killing him. This horrible and humiliating maneuver has never been officially banned from the BloodStorm contest, yet it is so brutal and degrading that no honorable combatant has used it for centuries. However, these champions from radically different provinces are blind to the mysterious evil that surrounds the High Emperor's death, and instead only see their opportunity for personal gain, provincial expansion, or race domination and will do anything to achieve their goals.  The BloodStorm is about to begin!",1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113225,46234,ATP Tour Championship Tennis,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113247,49055,Wild Snake,NULL,1994-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113270,38214,Bike Daisuki! Hashiriya Kon: Rider's Spirits,NULL,1994-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113409,38543,Best Bout Boxing,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113602,94530,PGA Tour Golf 486,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113608,93048,SimHealth,NULL,1994-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113637,38219,Lode Runner Twin: Justy to Liberty no Daibouken,NULL,1994-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113701,45635,94 Super World Cup Soccer,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113712,9702,True Lies,NULL,1994-12-31 00:00:00.000,1,NULL,60.0000,0,60.0554,10
113767,40229,Kokontouzai Eto Monogatari,NULL,1994-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113924,138855,Tama of 3rd Street: Where is Momo-chan!,NULL,1994-09-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113980,5439,Slam City with Scottie Pippen,NULL,1994-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114026,38022,Ganso Pachinko Ou,NULL,1994-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114047,2519,Mystic Towers,NULL,1994-07-15 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,1
114136,4449,Brutal: Paws of Fury,NULL,1994-10-01 00:00:00.000,2,NULL,NULL,NULL,64.7505,7
114225,33852,Falcon Gold,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114234,2488,Death Gate,NULL,1994-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
114250,37825,The Game of Life,NULL,1994-03-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114341,56089,Power Balls,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114449,42518,Kidou Senshi V-Gundam,NULL,1994-03-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114524,37861,Sankyo Fever! Fever!,NULL,1994-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114539,38109,Super Fishing: Big Fight,NULL,1994-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114575,37986,Honke Hanafuda,NULL,1994-09-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114670,42262,Super Power League 2,NULL,1994-08-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114752,84891,Space Invaders: The Original Game,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114900,38825,World Cup Golf: Hyatt Dorado Beach,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114974,42457,Speed Racer in My Most Dangerous Adventures,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115044,4291,Supreme Warrior,NULL,1994-10-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115257,2512,Realms of Arkania: Star Trail,NULL,1994-09-01 00:00:00.000,1,NULL,NULL,NULL,50.0000,3
115317,81530,Red Zone,NULL,1994-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115771,45760,Pulseman,NULL,1994-07-22 00:00:00.000,8,NULL,NULL,NULL,50.7051,9
115900,141933,ranTrainer,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115949,39627,Dream Soccer '94,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115981,4424,"Dick Vitale's ""Awesome, Baby!"" College Hoops",NULL,1994-05-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116073,134223,Disney's Activity Center: Aladdin,NULL,1994-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116167,11861,Burning Soldier,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116175,37756,Yokozuna Monogatari,NULL,1994-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116372,15299,Beyond Oasis,"""On the mystical island of Oasis, Prince Ali embarks on a crusade against evil. The warrior prince must unleash the powers of the four Wild Spirits to stop the resurrection of a ruthless sorcerer and save the empire!""",1994-12-01 00:00:00.000,4,NULL,NULL,NULL,74.9190,20
116550,49032,The Pagemaster,NULL,1994-11-23 00:00:00.000,NULL,NULL,NULL,NULL,47.0000,4
116645,46278,Crystal's Pony Tale,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116718,37636,Bishoujo Senshi Sailor Moon,NULL,1994-08-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116771,45864,Sega Classics Arcade Collection: Limited Edition,NULL,1994-05-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116861,67611,Kaite Tsukutte Asoberu: Dezaemon,NULL,1994-09-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116881,46609,Foqus,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117081,159182,Naturix,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117109,14429,One Must Fall: 2097,NULL,1994-06-15 00:00:00.000,4,NULL,NULL,NULL,79.9519,9
117279,46683,Instruments of Chaos,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117343,39583,Best of Best,NULL,1994-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117623,130754,Video Cube: Space,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117664,49122,Nangoku Shounen Papuwa-Kun: Ganmadan no Yabou,NULL,1994-04-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117726,5372,Corpse Killer,NULL,1994-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
117785,41719,Blade Lords,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117928,11939,Banshee,NULL,1994-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
118052,3429,Cruis'n USA,NULL,1994-12-01 00:00:00.000,4,NULL,NULL,NULL,64.2971,20
118294,7422,King's Field,NULL,1994-12-16 00:00:00.000,2,NULL,75.0000,1,77.7946,11
